instruction,input,output
"you are an urdu/hindi shayar/kavi/poet and you have to complete the following shayari/kavita, respond only in romanized urdu/hindi, make sure you are creative and talk about something profound and beautiful",jis bazm mein tu naz se guftar mein aawe,jis bazm meñ tū naaz se guftār meñ aave jaañ kālbad-e-sūrat-e-dīvār meñ aave saa.e kī tarah saath phireñ sarv o sanobar tū is qad-e-dilkash se jo gulzār meñ aave tab nāz-e-girāñ mā.igi-e-ashk bajā hai jab laḳht-e-jigar dīda-e-ḳhūñ-bār meñ aave de mujh ko shikāyat kī ijāzat ki sitamgar kuchh tujh ko mazā bhī mire āzār meñ aave us chashm-e-fusūñ-gar kā agar paa.e ishāra tuutī kī tarah aa.ina guftār meñ aave kāñToñ kī zabāñ suukh ga.ī pyaas se yā rab ik ābla-pā vādī-e-pur-ḳhār meñ aave mar jā.ūñ na kyuuñ rashk se jab vo tan-e-nāzuk āġhosh-e-ḳham-e-halqa-e-zunnār meñ aave ġhārat-gar-e-nāmūs na ho gar havas-e-zar kyuuñ shāhid-e-gul baaġh se bāzār meñ aave tab chāk-e-garebāñ kā mazā hai dil-e-nālāñ jab ik nafas uljhā huā har taar meñ aave ātish-kada hai siina mirā rāz-e-nihāñ se ai vaa.e agar ma.ariz-e-iz.hār meñ aave ganjīna-e-ma.anī kā tilism us ko samajhiye jo lafz ki 'ġhālib' mire ash.ār meñ aave jis bazm mein tu naz se guftar mein aawe jaan kalbad-e-surat-e-diwar mein aawe sae ki tarah sath phiren sarw o sanobar tu is qad-e-dilkash se jo gulzar mein aawe tab naz-e-giran maigi-e-ashk baja hai jab laKHt-e-jigar dida-e-KHun-bar mein aawe de mujh ko shikayat ki ijazat ki sitamgar kuchh tujh ko maza bhi mere aazar mein aawe us chashm-e-fusun-gar ka agar pae ishaara tuti ki tarah aaina guftar mein aawe kanTon ki zaban sukh gai pyas se ya rab ek aabla-pa wadi-e-pur-KHar mein aawe mar jaun na kyun rashk se jab wo tan-e-nazuk aaghosh-e-KHam-e-halqa-e-zunnar mein aawe ghaarat-gar-e-namus na ho gar hawas-e-zar kyun shahid-e-gul bagh se bazar mein aawe tab chaak-e-gareban ka maza hai dil-e-nalan jab ek nafas uljha hua har tar mein aawe aatish-kada hai sina mera raaz-e-nihan se ai wae agar mariz-e-izhaar mein aawe ganjina-e-mani ka tilism us ko samajhiye jo lafz ki 'ghaalib' mere ashaar mein aawe 
"you are an urdu/hindi shayar/kavi/poet and you have to complete the following shayari/kavita, respond only in romanized urdu/hindi, make sure you are creative and talk about something profound and beautiful",kyun jal gaya na tab-e-ruKH-e-yar dekh kar,kyuuñ jal gayā na tāb-e-ruḳh-e-yār dekh kar jaltā huuñ apnī tāqat-e-dīdār dekh kar ātish-parast kahte haiñ ahl-e-jahāñ mujhe sargarm-e-nāla-hā-e-sharar-bār dekh kar kyā ābrū-e-ishq jahāñ aam ho jafā ruktā huuñ tum ko be-sabab āzār dekh kar aatā hai mere qatl ko par josh-e-rashk se martā huuñ us ke haath meñ talvār dekh kar sābit huā hai gardan-e-mīnā pe ḳhūn-e-ḳhalq larze hai mauj-e-mai tirī raftār dekh kar vā-hasratā ki yaar ne khīñchā sitam se haath ham ko harīs-e-lazzat-e-āzār dekh kar bik jaate haiñ ham aap matā-e-suḳhan ke saath lekin ayār-e-taba.a-e-ḳharīdār dekh kar zunnār bāñdh sub.ha-e-sad-dāna toḌ Daal rah-rau chale hai raah ko hamvār dekh kar in ābloñ se paañv ke ghabrā gayā thā maiñ jī ḳhush huā hai raah ko pur-ḳhār dekh kar kyā bad-gumāñ hai mujh se ki ā.īne meñ mire tuutī kā aks samjhe hai zañgār dekh kar girnī thī ham pe barq-e-tajallī na tuur par dete haiñ baada zarf-e-qadah-ḳhvār dekh kar sar phoḌnā vo 'ġhālib'-e-shorīda haal kā yaad aa gayā mujhe tirī dīvār dekh kar kyun jal gaya na tab-e-ruKH-e-yar dekh kar jalta hun apni taqat-e-didar dekh kar aatish-parast kahte hain ahl-e-jahan mujhe sargarm-e-nala-ha-e-sharar-bar dekh kar kya aabru-e-ishq jahan aam ho jafa rukta hun tum ko be-sabab aazar dekh kar aata hai mere qatl ko par josh-e-rashk se marta hun us ke hath mein talwar dekh kar sabit hua hai gardan-e-mina pe KHun-e-KHalq larze hai mauj-e-mai teri raftar dekh kar wa-hasrata ki yar ne khincha sitam se hath hum ko haris-e-lazzat-e-azar dekh kar bik jate hain hum aap mata-e-suKHan ke sath lekin ayar-e-taba-e-KHaridar dekh kar zunnar bandh subha-e-sad-dana toD Dal rah-rau chale hai rah ko hamwar dekh kar in aablon se panw ke ghabra gaya tha main ji KHush hua hai rah ko pur-KHar dekh kar kya bad-guman hai mujh se ki aaine mein mere tuti ka aks samjhe hai zangar dekh kar girni thi hum pe barq-e-tajalli na tur par dete hain baada zarf-e-qadah-KHwar dekh kar sar phoDna wo 'ghaalib'-e-shorida haal ka yaad aa gaya mujhe teri diwar dekh kar 
"you are an urdu/hindi shayar/kavi/poet and you have to complete the following shayari/kavita, respond only in romanized urdu/hindi, make sure you are creative and talk about something profound and beautiful",dil se teri nigah jigar tak utar gai,dil se tirī nigāh jigar tak utar ga.ī donoñ ko ik adā meñ razā-mand kar ga.ī shaq ho gayā hai siina ḳhushā lazzat-e-farāġh taklīf-e-parda-dāri-e-zaḳhm-e-jigar ga.ī vo bāda-e-shabāna kī sarmastiyāñ kahāñ uThiye bas ab ki lazzat-e-ḳhvāb-e-sahar ga.ī uḌtī phire hai ḳhaak mirī kū-e-yār meñ baare ab ai havā havas-e-bāl-o-par ga.ī dekho to dil-farebi-e-andāz-e-naqsh-e-pā mauj-e-ḳhirām-e-yār bhī kyā gul katar ga.ī har bul-havas ne husn-parastī shi.ār kī ab ābrū-e-sheva-e-ahl-e-nazar ga.ī nazzāre ne bhī kaam kiyā vaañ naqāb kā mastī se har nigah tire ruḳh par bikhar ga.ī fardā o dī kā tafraqa yak baar miT gayā kal tum ga.e ki ham pe qayāmat guzar ga.ī maarā zamāne ne asadullāh ḳhaañ tumheñ vo valvale kahāñ vo javānī kidhar ga.ī dil se teri nigah jigar tak utar gai donon ko ek ada mein raza-mand kar gai shaq ho gaya hai sina KHusha lazzat-e-faragh taklif-e-parda-dari-e-zaKHm-e-jigar gai wo baada-e-shabana ki sarmastiyan kahan uThiye bas ab ki lazzat-e-KHwab-e-sahar gai uDti phire hai KHak meri ku-e-yar mein bare ab ai hawa hawas-e-baal-o-par gai dekho to dil-farebi-e-andaz-e-naqsh-e-pa mauj-e-KHiram-e-yar bhi kya gul katar gai har bul-hawas ne husn-parasti shiar ki ab aabru-e-shewa-e-ahl-e-nazar gai nazzare ne bhi kaam kiya wan naqab ka masti se har nigah tere ruKH par bikhar gai farda o di ka tafraqa yak bar miT gaya kal tum gae ki hum pe qayamat guzar gai mara zamane ne asadullah KHan tumhein wo walwale kahan wo jawani kidhar gai 
"you are an urdu/hindi shayar/kavi/poet and you have to complete the following shayari/kavita, respond only in romanized urdu/hindi, make sure you are creative and talk about something profound and beautiful",ye hum jo hijr mein diwar-o-dar ko dekhte hain,ye ham jo hijr meñ dīvār-o-dar ko dekhte haiñ kabhī sabā ko kabhī nāma-bar ko dekhte haiñ vo aa.e ghar meñ hamāre ḳhudā kī qudrat hai kabhī ham un ko kabhī apne ghar ko dekhte haiñ nazar lage na kahīñ us ke dast-o-bāzū ko ye log kyuuñ mire zaḳhm-e-jigar ko dekhte haiñ tire javāhīr-e-turf-e-kulah ko kyā dekheñ ham auj-e-tāla-e-lāl-o-gohar ko dekhte haiñ ye hum jo hijr mein diwar-o-dar ko dekhte hain kabhi saba ko kabhi nama-bar ko dekhte hain wo aae ghar mein hamare KHuda ki qudrat hai kabhi hum un ko kabhi apne ghar ko dekhte hain nazar lage na kahin us ke dast-o-bazu ko ye log kyun mere zaKHm-e-jigar ko dekhte hain tere jawahir-e-turf-e-kulah ko kya dekhen hum auj-e-tala-e-lal-o-gohar ko dekhte hain 
"you are an urdu/hindi shayar/kavi/poet and you have to complete the following shayari/kavita, respond only in romanized urdu/hindi, make sure you are creative and talk about something profound and beautiful",mehrban ho ke bula lo mujhe chaho jis waqt,mehrbāñ ho ke bulā lo mujhe chāho jis vaqt maiñ gayā vaqt nahīñ huuñ ki phir aa bhī na sakūñ zo.af meñ tāna-e-aġhyār kā shikva kyā hai baat kuchh sar to nahīñ hai ki uThā bhī na sakūñ zahr miltā hī nahīñ mujh ko sitamgar varna kyā qasam hai tire milne kī ki khā bhī na sakūñ is qadar zabt kahāñ hai kabhī aa bhī na sakūñ sitam itnā to na kiije ki uThā bhī na sakūñ lag ga.ī aag agar ghar ko to andesha kyā sho.ala-e-dil to nahīñ hai ki bujhā bhī na sakūñ tum na aaoge to marne kī haiñ sau tadbīreñ maut kuchh tum to nahīñ ho ki bulā bhī na sakūñ hañs ke bulvā.iye miT jā.egā sab dil kā gila kyā tasavvur hai tumhārā ki miTā bhī na sakūñ mehrban ho ke bula lo mujhe chaho jis waqt main gaya waqt nahin hun ki phir aa bhi na sakun zoaf mein tana-e-aghyar ka shikwa kya hai baat kuchh sar to nahin hai ki uTha bhi na sakun zahr milta hi nahin mujh ko sitamgar warna kya qasam hai tere milne ki ki kha bhi na sakun is qadar zabt kahan hai kabhi aa bhi na sakun sitam itna to na kije ki uTha bhi na sakun lag gai aag agar ghar ko to andesha kya shoala-e-dil to nahin hai ki bujha bhi na sakun tum na aaoge to marne ki hain sau tadbiren maut kuchh tum to nahin ho ki bula bhi na sakun hans ke bulwaiye miT jaega sab dil ka gila kya tasawwur hai tumhaara ki miTa bhi na sakun 
"you are an urdu/hindi shayar/kavi/poet and you have to complete the following shayari/kavita, respond only in romanized urdu/hindi, make sure you are creative and talk about something profound and beautiful",rahiye ab aisi jagah chal kar jahan koi na ho,rahiye ab aisī jagah chal kar jahāñ koī na ho ham-suḳhan koī na ho aur ham-zabāñ koī na ho be-dar-o-dīvār sā ik ghar banāyā chāhiye koī ham-sāya na ho aur pāsbāñ koī na ho paḌiye gar bīmār to koī na ho tīmārdār aur agar mar jā.iye to nauha-ḳhvāñ koī na ho rahiye ab aisi jagah chal kar jahan koi na ho ham-suKHan koi na ho aur ham-zaban koi na ho be-dar-o-diwar sa ek ghar banaya chahiye koi ham-saya na ho aur pasban koi na ho paDiye gar bimar to koi na ho timardar aur agar mar jaiye to nauha-KHwan koi na ho 
"you are an urdu/hindi shayar/kavi/poet and you have to complete the following shayari/kavita, respond only in romanized urdu/hindi, make sure you are creative and talk about something profound and beautiful",zindagi apni jab is shakl se guzri ghaalib,zindagī apnī jab is shakl se guzrī 'ġhālib' ham bhī kyā yaad kareñge ki ḳhudā rakhte the zindagi apni jab is shakl se guzri 'ghaalib' hum bhi kya yaad karenge ki KHuda rakhte the 
"you are an urdu/hindi shayar/kavi/poet and you have to complete the following shayari/kavita, respond only in romanized urdu/hindi, make sure you are creative and talk about something profound and beautiful",hum rashk ko apne bhi gawara nahin karte,ham rashk ko apne bhī gavārā nahīñ karte marte haiñ vale un kī tamannā nahīñ karte dar-parda unheñ ġhair se hai rabt-e-nihānī zāhir kā ye parda hai ki parda nahīñ karte ye bā.is-e-naumīdi-e-arbāb-e-havas hai 'ġhālib' ko burā kahte haiñ achchhā nahīñ karte hum rashk ko apne bhi gawara nahin karte marte hain wale un ki tamanna nahin karte dar-parda unhen ghair se hai rabt-e-nihani zahir ka ye parda hai ki parda nahin karte ye bais-e-naumidi-e-arbab-e-hawas hai 'ghaalib' ko bura kahte hain achchha nahin karte 
"you are an urdu/hindi shayar/kavi/poet and you have to complete the following shayari/kavita, respond only in romanized urdu/hindi, make sure you are creative and talk about something profound and beautiful",dhota hun jab main pine ko us sim-tan ke panw,dhotā huuñ jab maiñ piine ko us sīm-tan ke paañv rakhtā hai zid se khīñch ke bāhar lagan ke paañv dī sādgī se jaan paḌūñ kohkan ke paañv haihāt kyuuñ na TuuT ga.e pīr-zan ke paañv bhāge the ham bahut so usī kī sazā hai ye ho kar asiir dābte haiñ rāhzan ke paañv marham kī justujū meñ phirā huuñ jo duur duur tan se sivā figār haiñ is ḳhasta-tan ke paañv allāh-re zauq-e-dasht-navardī ki ba.ad-e-marg hilte haiñ ḳhud-ba-ḳhud mire andar kafan ke paañv hai josh-e-gul bahār meñ yaañ tak ki har taraf uḌte hue ulajhte haiñ murġh-e-chaman ke paañv shab ko kisī ke ḳhvāb meñ aayā na ho kahīñ dukhte haiñ aaj us but-e-nāzuk-badan ke paañv 'ġhālib' mire kalām meñ kyūñkar mazā na ho piitā huuñ dhoke ḳhusrav-e-shīrīñ-suḳhan ke paañv dhota hun jab main pine ko us sim-tan ke panw rakhta hai zid se khinch ke bahar lagan ke panw di sadgi se jaan paDun kohkan ke panw haihat kyun na TuT gae pir-zan ke panw bhage the hum bahut so usi ki saza hai ye ho kar asir dabte hain rahzan ke panw marham ki justuju mein phira hun jo dur dur tan se siwa figar hain is KHasta-tan ke panw allah-re zauq-e-dasht-nawardi ki baad-e-marg hilte hain KHud-ba-KHud mere andar kafan ke panw hai josh-e-gul bahaar mein yan tak ki har taraf uDte hue ulajhte hain murgh-e-chaman ke panw shab ko kisi ke KHwab mein aaya na ho kahin dukhte hain aaj us but-e-nazuk-badan ke panw 'ghaalib' mere kalam mein kyunkar maza na ho pita hun dhoke KHusraw-e-shirin-suKHan ke panw 
"you are an urdu/hindi shayar/kavi/poet and you have to complete the following shayari/kavita, respond only in romanized urdu/hindi, make sure you are creative and talk about something profound and beautiful",laghar itna hun ki gar tu bazm mein ja de mujhe,lāġhar itnā huuñ ki gar tū bazm meñ jā de mujhe merā zimma dekh kar gar koī batlā de mujhe kyā ta.ajjub hai jo us ko dekh kar aa jaa.e rahm vaañ talak koī kisī hiile se pahuñchā de mujhe muñh na dikhlāve na dikhlā par ba-andāz-e-itāb khol kar parda zarā āñkheñ hī dikhlā de mujhe yaañ talak merī giraftārī se vo ḳhush hai ki maiñ zulf gar ban jā.ūñ to shāne meñ uljhā de mujhe laghar itna hun ki gar tu bazm mein ja de mujhe mera zimma dekh kar gar koi batla de mujhe kya tajjub hai jo us ko dekh kar aa jae rahm wan talak koi kisi hile se pahuncha de mujhe munh na dikhlawe na dikhla par ba-andaz-e-itab khol kar parda zara aankhen hi dikhla de mujhe yan talak meri giraftari se wo KHush hai ki main zulf gar ban jaun to shane mein uljha de mujhe 
"you are an urdu/hindi shayar/kavi/poet and you have to complete the following shayari/kavita, respond only in romanized urdu/hindi, make sure you are creative and talk about something profound and beautiful",ta hum ko shikayat ki bhi baqi na rahe ja,tā ham ko shikāyat kī bhī baaqī na rahe jā sun lete haiñ go zikr hamārā nahīñ karte 'ġhālib' tirā ahvāl sunā deñge ham un ko vo sun ke bulā leñ ye ijārā nahīñ karte ta hum ko shikayat ki bhi baqi na rahe ja sun lete hain go zikr hamara nahin karte 'ghaalib' tera ahwal suna denge hum un ko wo sun ke bula len ye ijara nahin karte 
"you are an urdu/hindi shayar/kavi/poet and you have to complete the following shayari/kavita, respond only in romanized urdu/hindi, make sure you are creative and talk about something profound and beautiful",nawed-e-amn hai bedad-e-dost jaan ke liye,naved-e-amn hai bedād-e-dost jaañ ke liye rahī na tarz-e-sitam koī āsmāñ ke liye balā se gar mizha-e-yār tishna-e-ḳhūñ hai rakhūñ kuchh apnī bhī mizhgān-e-ḳhūñ fishāñ ke liye vo zinda ham haiñ ki haiñ rū-shanās-e-ḳhalq ai ḳhizr na tum ki chor bane umr-e-jāvedāñ ke liye rahā balā meñ bhī maiñ mubtala-e-āfat-e-rashk balā-e-jāñ hai adā terī ik jahāñ ke liye falak na duur rakh us se mujhe ki maiñ hī nahīñ darāz-dasti-e-qātil ke imtihāñ ke liye misāl ye mirī koshish kī hai ki murġh-e-asīr kare qafas meñ farāham ḳhas āshiyāñ ke liye gadā samajh ke vo chup thā mirī jo shāmat aa.ī uThā aur uTh ke qadam maiñ ne pāsbāñ ke liye ba-qadr-e-shauq nahīñ zarf-e-tangnā-e-ġhazal kuchh aur chāhiye vus.at mire bayāñ ke liye diyā hai ḳhalq ko bhī tā use nazar na lage banā hai aish tajammul husain ḳhaañ ke liye zabāñ pe bār-e-ḳhudāyā ye kis kā naam aayā ki mere nutq ne bose mirī zabāñ ke liye nasīr-e-daulat-o-dīñ aur muīn-e-millat-o-mulk banā hai charḳh-e-barīñ jis ke āstāñ ke liye zamāna ahd meñ us ke hai mahv-e-ārā.ish baneñge aur sitāre ab āsmāñ ke liye varaq tamām huā aur mad.h baaqī hai safīna chāhiye is bahr-e-be-karāñ ke liye adā-e-ḳhās se 'ġhālib' huā hai nukta-sarā salā-e-ām hai yārān-e-nukta-dāñ ke liye nawed-e-amn hai bedad-e-dost jaan ke liye rahi na tarz-e-sitam koi aasman ke liye bala se gar mizha-e-yar tishna-e-KHun hai rakhun kuchh apni bhi mizhgan-e-KHun fishan ke liye wo zinda hum hain ki hain ru-shanas-e-KHalq ai KHizr na tum ki chor bane umr-e-jawedan ke liye raha bala mein bhi main mubtala-e-afat-e-rashk bala-e-jaan hai ada teri ek jahan ke liye falak na dur rakh us se mujhe ki main hi nahin daraaz-dasti-e-qatil ke imtihan ke liye misal ye meri koshish ki hai ki murgh-e-asir kare qafas mein faraham KHas aashiyan ke liye gada samajh ke wo chup tha meri jo shamat aai uTha aur uTh ke qadam main ne pasban ke liye ba-qadr-e-shauq nahin zarf-e-tangna-e-ghazal kuchh aur chahiye wusat mere bayan ke liye diya hai KHalq ko bhi ta use nazar na lage bana hai aish tajammul husain KHan ke liye zaban pe bar-e-KHudaya ye kis ka nam aaya ki mere nutq ne bose meri zaban ke liye nasir-e-daulat-o-din aur muin-e-millat-o-mulk bana hai charKH-e-barin jis ke aastan ke liye zamana ahd mein us ke hai mahw-e-araish banenge aur sitare ab aasman ke liye waraq tamam hua aur madh baqi hai safina chahiye is bahr-e-be-karan ke liye ada-e-KHas se 'ghaalib' hua hai nukta-sara sala-e-am hai yaran-e-nukta-dan ke liye 
"you are an urdu/hindi shayar/kavi/poet and you have to complete the following shayari/kavita, respond only in romanized urdu/hindi, make sure you are creative and talk about something profound and beautiful",asad hum wo junun-jaulan gada-e-be-sar-o-pa hain,'asad' ham vo junūñ-jaulāñ gadā-e-be-sar-o-pā haiñ ki hai sar-panja-e-mizhgān-e-āhū pusht-ḳhār apnā 'asad' hum wo junun-jaulan gada-e-be-sar-o-pa hain ki hai sar-panja-e-mizhgan-e-ahu pusht-KHar apna 
